entry_id,source_entry_id,person_id,normalization input,normalized_name,name_order,name_type,title_key,parsed_title,parsed_first,parsed_last,parsed_postnominals,parsed_occupation,parsed_affiliation,parsed_location,parsed_notes,listed as,book,author,edition,year
Equiano-Interesting-7-0625,Equiano-Interesting-7-0625,Equiano-Interesting-7-0625,Mr. Graham,Mr. Graham,first-last,personal,,Mr.,,Graham,,,,,,Mr. Graham,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0626,Equiano-Interesting-7-0626,Equiano-Interesting-7-0626,Rev. Mr. Hall,Rev. Mr. Hall,first-last,personal,,Rev. Mr.,,Hall,,,,,,Rev. Mr. Hall,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0627,Equiano-Interesting-7-0627,Equiano-Interesting-7-0627,"Mr. Hamilton, Advocate",Mr. Hamilton Advocate,first-last,personal,,Mr.,,Hamilton,,Advocate,,,,"Mr. Hamilton, Advocate",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0628,Equiano-Interesting-7-0628,Equiano-Interesting-7-0628,"Mr. James Hay, junior, W. S.",Mr. James Hay Jun. W. S.,first-last,personal,,Mr.,James,Hay,W. S,,,,,"Mr. James Hay, junior, W. S.",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0629,Equiano-Interesting-7-0629,Equiano-Interesting-7-0629,"Mr. Haggart, ditto",Mr. Haggart,first-last,personal,,Mr.,,Haggart,,,,ditto,ditto,"Mr. Haggart, ditto",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0630,Equiano-Interesting-7-0630,Equiano-Interesting-7-0630,Rev.Dr. Andrew Hunter,Rev. Dr. Andrew Hunter,first-last,personal,,Rev. Dr.,Andrew,Hunter,,,,,,Rev.Dr. Andrew Hunter,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0631,Equiano-Interesting-7-0631,Equiano-Interesting-7-0631,Mr. David Hutchison,Mr. David Hutchison,first-last,personal,,Mr.,David,Hutchison,,,,,,Mr. David Hutchison,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0632,Equiano-Interesting-7-0632,Equiano-Interesting-7-0632,Mr. William Handy[?]ide,Mr. William Handyide,first-last,personal,,Mr.,William,Handyide,,,,,,Mr. William Handy[?]ide,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0633,Equiano-Interesting-7-0633,Equiano-Interesting-7-0633,Mr. Henderson,Mr. Henderson,first-last,personal,,Mr.,,Henderson,,,,,,Mr. Henderson,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0634,Equiano-Interesting-7-0634,Equiano-Interesting-7-0634,Mr. James Hall,Mr. James Hall,first-last,personal,,Mr.,James,Hall,,,,,,Mr. James Hall,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0635,Equiano-Interesting-7-0635,Equiano-Interesting-7-0635,"David Hume, Esq.",David Hume Esq.,first-last,bare,,,David,Hume,Esq,,,,,"David Hume, Esq.",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0636,Equiano-Interesting-7-0636,Equiano-Interesting-7-0636,Mr. Peter Hill,Mr. Peter Hill,first-last,personal,,Mr.,Peter,Hill,,,,,,Mr. Peter Hill,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0637,Equiano-Interesting-7-0637,Equiano-Interesting-7-0637,Rev. Mr. Headrick,Rev. Mr. Headrick,first-last,personal,,Rev. Mr.,,Headrick,,,,,,Rev. Mr. Headrick,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0638,Equiano-Interesting-7-0638,Equiano-Interesting-7-0638,Dr. Jaffray of Glasgow,Dr. Jaffray of Glasgow,first-last,personal,,Dr.,,Jaffray,,,,Glasgow,,Dr. Jaffray of Glasgow,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0639,Equiano-Interesting-7-0639,Equiano-Interesting-7-0639,Mrs. Irving,Mrs. Irving,first-last,personal,,Mrs.,,Irving,,,,,,Mrs. Irving,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0640,Equiano-Interesting-7-0640,Equiano-Interesting-7-0640,"Mr. Irving, Advocate",Mr. Irving Advocate,first-last,personal,,Mr.,,Irving,,Advocate,,,,"Mr. Irving, Advocate",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0641,Equiano-Interesting-7-0641,Equiano-Interesting-7-0641,"Mr. William Inglis, W. S.",Mr. William Inglis W. S.,first-last,personal,,Mr.,William,Inglis,W. S,,,,,"Mr. William Inglis, W. S.",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0642,Equiano-Interesting-7-0642,Equiano-Interesting-7-0642,Mr. Henry David Inglis,Mr. Henry David Inglis,first-last,personal,,Mr.,Henry,David Inglis,,,,,,Mr. Henry David Inglis,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0643,Equiano-Interesting-7-0643,Equiano-Interesting-7-0643,"Mr. Hen. Jardine, W.S.",Mr. Henry Jardine W. S.,first-last,personal,,Mr.,Henry,Jardine,,,,W.S,,"Mr. Hen. Jardine, W.S.",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0644,Equiano-Interesting-7-0644,Equiano-Interesting-7-0644,Mr. Chalmers Izett,Mr. Chalmers Izett,first-last,personal,,Mr.,Chalmers,Izett,,,,,,Mr. Chalmers Izett,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0645,Equiano-Interesting-7-0645,Equiano-Interesting-7-0645,Rev. Mr. John Kemp,Rev. Mr. John Kemp,first-last,personal,,Rev. Mr.,John,Kemp,,,,,,Rev. Mr. John Kemp,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0646,Equiano-Interesting-7-0646,Equiano-Interesting-7-0646,"George Kinnear, Esq.",George Kinnear Esq.,first-last,bare,,,George,Kinnear,Esq,,,,,"George Kinnear, Esq.",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0647,Equiano-Interesting-7-0647,Equiano-Interesting-7-0647,"William Ker, Esq.",William Ker Esq.,first-last,bare,,,William,Ker,Esq,,,,,"William Ker, Esq.",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0648,Equiano-Interesting-7-0648,Equiano-Interesting-7-0648,"Mr. Laing, Advocate",Mr. Laing Advocate,first-last,personal,,Mr.,,Laing,,Advocate,,,,"Mr. Laing, Advocate",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0649,Equiano-Interesting-7-0649,Equiano-Interesting-7-0649,"J. Love, Esq. of Paisley",J. Love Esq. of Paisley,first-last,bare,,,J.,Love,,,,Paisley,,"J. Love, Esq. of Paisley",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0650,Equiano-Interesting-7-0650,Equiano-Interesting-7-0650,The Hon.Ld.Monboddo,Hon. Lord Monboddo,first-last,titled,lord monboddo,Hon. Lord Monboddo,,,,,,,,The Hon.Ld.Monboddo,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0651,Equiano-Interesting-7-0651,Equiano-Interesting-7-0651,"R. Scott-Moncfief, Esq. of Glasgow",R. Scott-Moncfief Esq. of Glasgow,first-last,bare,,,R.,Scott-Moncfief,,,,Glasgow,,"R. Scott-Moncfief, Esq. of Glasgow",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0652,Equiano-Interesting-7-0652,Equiano-Interesting-7-0652,Mr. James M'Lean,Mr. James M'Lean,first-last,personal,,Mr.,James,M'Lean,,,,,,Mr. James M'Lean,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0653,Equiano-Interesting-7-0653,Equiano-Interesting-7-0653,Mr. Richard M'Lean,Mr. Richard M'Lean,first-last,personal,,Mr.,Richard,M'Lean,,,,,,Mr. Richard M'Lean,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0654,Equiano-Interesting-7-0654,Equiano-Interesting-7-0654,"Mr.Montague,Advocate",Mr. Montague Advocate,first-last,personal,,Mr.,,Montague,,Advocate,,,,"Mr.Montague,Advocate",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0655,Equiano-Interesting-7-0655,Equiano-Interesting-7-0655,"Mr. William Mayne, do.",Mr. William Mayne,first-last,personal,,Mr.,William,Mayne,,,,ditto,,"Mr. William Mayne, do.",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0656,Equiano-Interesting-7-0656,Equiano-Interesting-7-0656,"John Monteith, Esq. do.",John Monteith Esq.,first-last,bare,,,John,Monteith,Esq. do,,,,,"John Monteith, Esq. do.",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0657,Equiano-Interesting-7-0657,Equiano-Interesting-7-0657,"Mr. Montgomery, Advocate",Mr. Montgomery Advocate,first-last,personal,,Mr.,,Montgomery,,Advocate,,,,"Mr. Montgomery, Advocate",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0658,Equiano-Interesting-7-0658,Equiano-Interesting-7-0658,Rev. Mr. Moyse,Rev. Mr. Moyse,first-last,personal,,Rev. Mr.,,Moyse,,,,,,Rev. Mr. Moyse,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0659,Equiano-Interesting-7-0659,Equiano-Interesting-7-0659,Mrs. Mitchelson,Mrs. Mitchelson,first-last,personal,,Mrs.,,Mitchelson,,,,,,Mrs. Mitchelson,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0660,Equiano-Interesting-7-0660,Equiano-Interesting-7-0660,Mr. Andrew M'Kenzie,Mr. Andrew M'Kenzie,first-last,personal,,Mr.,Andrew,M'Kenzie,,,,,,Mr. Andrew M'Kenzie,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0661,Equiano-Interesting-7-0661,Equiano-Interesting-7-0661,"Mr. Hugh Mercer, W. S.",Mr. Hugh Mercer W. S.,first-last,personal,,Mr.,Hugh,Mercer,W. S,,,,,"Mr. Hugh Mercer, W. S.",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0662,Equiano-Interesting-7-0662,Equiano-Interesting-7-0662,Mr. Christ. Moubray,Mr. Christopher Moubray,first-last,personal,,Mr.,Christopher,Moubray,,,,,,Mr. Christ. Moubray,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0663,Equiano-Interesting-7-0663,Equiano-Interesting-7-0663,"Mr. M'Laurin,Advocate",Mr. M'Laurin Advocate,first-last,personal,,Mr.,,M'Laurin,,Advocate,,,,"Mr. M'Laurin,Advocate",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0664,Equiano-Interesting-7-0664,Equiano-Interesting-7-0664,Mr. William M'Lean,Mr. William M'Lean,first-last,personal,,Mr.,William,M'Lean,,,,,,Mr. William M'Lean,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0665,Equiano-Interesting-7-0665,Equiano-Interesting-7-0665,Mr. Hector M'Donald,Mr. Hector M'Donald,first-last,personal,,Mr.,Hector,M'Donald,,,,,,Mr. Hector M'Donald,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0666,Equiano-Interesting-7-0666,Equiano-Interesting-7-0666,Mr. Kenneth M'Kenzie,Mr. Kenneth M'Kenzie,first-last,personal,,Mr.,Kenneth,M'Kenzie,,,,,,Mr. Kenneth M'Kenzie,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0667,Equiano-Interesting-7-0667,Equiano-Interesting-7-0667,Mr. Colin M'Donald,Mr. Colin M'Donald,first-last,personal,,Mr.,Colin,M'Donald,,,,,,Mr. Colin M'Donald,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0668,Equiano-Interesting-7-0668,Equiano-Interesting-7-0668,Mr. John M'Farquhar,Mr. John M'Farquhar,first-last,personal,,Mr.,John,M'Farquhar,,,,,,Mr. John M'Farquhar,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0669,Equiano-Interesting-7-0669,Equiano-Interesting-7-0669,Mr. Hugh Murray,Mr. Hugh Murray,first-last,personal,,Mr.,Hugh,Murray,,,,,,Mr. Hugh Murray,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0670,Equiano-Interesting-7-0670,Equiano-Interesting-7-0670,Mr. George Miller,Mr. George Miller,first-last,personal,,Mr.,George,Miller,,,,,,Mr. George Miller,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0671,Equiano-Interesting-7-0671,Equiano-Interesting-7-0671,"John Morthlane, Esq. Advocate",John Morthland Esq. Advocate,first-last,bare,,,John,Morthland,,Esq. Advocate,,Advocate,,"John Morthlane, Esq. Advocate",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0672,Equiano-Interesting-7-0672,Equiano-Interesting-7-0672,Rev. Mr. Moodie,Rev. Mr. Moodie,first-last,personal,,Rev. Mr.,,Moodie,,,,,,Rev. Mr. Moodie,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0673,Equiano-Interesting-7-0673,Equiano-Interesting-7-0673,"Rev. Sir henry Moncrieff-Welwood, Bart. D. D.",Rev. Sir henry Moncrieff-Welwood Bart. D. D.,first-last,personal,,Rev. Sir,henry,Moncrieff-Welwood,,,,Bart. D. D,,"Rev. Sir henry Moncrieff-Welwood, Bart. D. D.",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0674,Equiano-Interesting-7-0674,Equiano-Interesting-7-0674,"Mr. Alexander Nairne, of Paisley",Mr. Alexander Nairne of Paisley,first-last,personal,,Mr.,Alexander,Nairne,,,,Paisley,,"Mr. Alexander Nairne, of Paisley",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0675,Equiano-Interesting-7-0675,Equiano-Interesting-7-0675,"Mr. Adam Neale, of Glasgow",Mr. Adam Neale of Glasgow,first-last,personal,,Mr.,Adam,Neale,,,,Glasgow,,"Mr. Adam Neale, of Glasgow",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0676,Equiano-Interesting-7-0676,Equiano-Interesting-7-0676,"Mr. Oswald, Advocate",Mr. Oswald Advocate,first-last,personal,,Mr.,,Oswald,,Advocate,,,,"Mr. Oswald, Advocate",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0677,Equiano-Interesting-7-0677,Equiano-Interesting-7-0677,"Mr. W. Orhart,Glasgow",Mr. W. Orhart Glasgow,first-last,personal,,Mr.,W.,Orhart,,,,Glasgow,,"Mr. W. Orhart,Glasgow",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0678,Equiano-Interesting-7-0678,Equiano-Interesting-7-0678,Mr. Richard Prentice,Mr. Richard Prentice,first-last,personal,,Mr.,Richard,Prentice,,,,,,Mr. Richard Prentice,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0679,Equiano-Interesting-7-0679,Equiano-Interesting-7-0679,Mr. Robert Plenderleath,Mr. Robert Plenderleath,first-last,personal,,Mr.,Robert,Plenderleath,,,,,,Mr. Robert Plenderleath,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0680,Equiano-Interesting-7-0680,Equiano-Interesting-7-0680,"John Pattison, Esq. of Glasgow",John Pattison Esq. of Glasgow,first-last,bare,,,John,Pattison,,,,Glasgow,,"John Pattison, Esq. of Glasgow",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0681,Equiano-Interesting-7-0681,Equiano-Interesting-7-0681,"Mr. Rolland, Advocate",Mr. Rowland Advocate,first-last,personal,,Mr.,,Rowland,,Advocate,,,,"Mr. Rolland, Advocate",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0682,Equiano-Interesting-7-0682,Equiano-Interesting-7-0682,"Mr. Ross, ditto",Mr. Ross,first-last,personal,,Mr.,,Ross,,,,ditto,ditto,"Mr. Ross, ditto",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0683,Equiano-Interesting-7-0683,Equiano-Interesting-7-0683,"Mr. Rae, ditto",Mr. Rae,first-last,personal,,Mr.,,Rae,,,,ditto,ditto,"Mr. Rae, ditto",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0684,Equiano-Interesting-7-0684,Equiano-Interesting-7-0684,Rev. Mr. Thos. Randall,Rev. Mr. Thomas Randall,first-last,personal,,Rev. Mr.,Thomas,Randall,,,,,,Rev. Mr. Thos. Randall,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0685,Equiano-Interesting-7-0685,Equiano-Interesting-7-0685,Mr. David Ramsay,Mr. David Ramsay,first-last,personal,,Mr.,David,Ramsay,,,,,,Mr. David Ramsay,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0686,Equiano-Interesting-7-0686,Equiano-Interesting-7-0686,"George Ramsay, Esq.",George Ramsay Esq.,first-last,bare,,,George,Ramsay,Esq,,,,,"George Ramsay, Esq.",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0687,Equiano-Interesting-7-0687,Equiano-Interesting-7-0687,Hon. Lord Swinton,Hon. Lord Swinton,first-last,titled,lord swinton,Hon. Lord Swinton,,,,,,,,Hon. Lord Swinton,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0688,Equiano-Interesting-7-0688,Equiano-Interesting-7-0688,Mr. Swinton,Mr. Swinton,first-last,personal,,Mr.,,Swinton,,,,,,Mr. Swinton,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0689,Equiano-Interesting-7-0689,Equiano-Interesting-7-0689,Dr. Charles Stewart,Dr. Charles Stewart,first-last,personal,,Dr.,Charles,Stewart,,,,,,Dr. Charles Stewart,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0690,Equiano-Interesting-7-0690,Equiano-Interesting-7-0690,"Mr. Robertson Scott, Advocate",Mr. Robertson Scott Advocate,first-last,personal,,Mr.,Robertson,Scott,,Advocate,,,,"Mr. Robertson Scott, Advocate",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0691,Equiano-Interesting-7-0691,Equiano-Interesting-7-0691,"Sir John Sinclair, M. P.",Sir John Sinclair M. P.,first-last,personal,,Sir,John,Sinclair,M. P,,,,,"Sir John Sinclair, M. P.",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0692,Equiano-Interesting-7-0692,Equiano-Interesting-7-0692,Professor Dugland S[?]ewart,Prof. Dugald Sewart,first-last,personal,,Prof.,Dugald,Sewart,,,,,,Professor Dugland S[?]ewart,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0693,Equiano-Interesting-7-0693,Equiano-Interesting-7-0693,"David Stewart, Esq.",David Stewart Esq.,first-last,bare,,,David,Stewart,Esq,,,,,"David Stewart, Esq.",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0694,Equiano-Interesting-7-0694,Equiano-Interesting-7-0694,"Dr. Somerville, Jedburgh",Dr. Somerville Jedburgh,first-last,personal,,Dr.,,Somerville,,,,Jedburgh,,"Dr. Somerville, Jedburgh",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0695,Equiano-Interesting-7-0695,Equiano-Interesting-7-0695,"Francis Scott, Esq.",Francis Scott Esq.,first-last,bare,,,Francis,Scott,Esq,,,,,"Francis Scott, Esq.",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0696,Equiano-Interesting-7-0696,Equiano-Interesting-7-0696,"Mr. John Swanston, of Glasgow",Mr. John Swanston of Glasgow,first-last,personal,,Mr.,John,Swanston,,,,Glasgow,,"Mr. John Swanston, of Glasgow",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0697,Equiano-Interesting-7-0697,Equiano-Interesting-7-0697,"Mr. G. Stewart, W. S.",Mr. G. Stewart W. S.,first-last,personal,,Mr.,G.,Stewart,W. S,,,,,"Mr. G. Stewart, W. S.",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0698,Equiano-Interesting-7-0698,Equiano-Interesting-7-0698,"Mr. C. Stewart, W. S.",Mr. C. Stewart W. S.,first-last,personal,,Mr.,C.,Stewart,W. S,,,,,"Mr. C. Stewart, W. S.",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0699,Equiano-Interesting-7-0699,Equiano-Interesting-7-0699,"Mr.Crawford Tait, W. S.",Mr. Crawford Tait W. S.,first-last,personal,,Mr.,Crawford,Tait,W. S,,,,,"Mr.Crawford Tait, W. S.",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0700,Equiano-Interesting-7-0700,Equiano-Interesting-7-0700,"Mr. John Tawse, ditto",Mr. John Tawse,first-last,personal,,Mr.,John,Tawse,,,,ditto,ditto,"Mr. John Tawse, ditto",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0701,Equiano-Interesting-7-0701,Equiano-Interesting-7-0701,Mr. Todd,Mr. Todd,first-last,personal,,Mr.,,Todd,,,,,,Mr. Todd,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0702,Equiano-Interesting-7-0702,Equiano-Interesting-7-0702,"John Trotter, Esq. of Glasgow",John Trotter Esq. of Glasgow,first-last,bare,,,John,Trotter,,,,Glasgow,,"John Trotter, Esq. of Glasgow",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0703,Equiano-Interesting-7-0703,Equiano-Interesting-7-0703,"Wm. Turnbull, Printer",William Turnbull Printer,first-last,bare,,,William,Turnbull,,Printer,,,,"Wm. Turnbull, Printer",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0704,Equiano-Interesting-7-0704,Equiano-Interesting-7-0704,Mr. Wauchope Advocate,Mr. Wauchope Advocate,first-last,personal,,Mr.,Wauchope,Advocate,,,,,,Mr. Wauchope Advocate,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0705,Equiano-Interesting-7-0705,Equiano-Interesting-7-0705,"Mr. Williamson, ditto",Mr. Williamson,first-last,personal,,Mr.,,Williamson,,,,ditto,ditto,"Mr. Williamson, ditto",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0706,Equiano-Interesting-7-0706,Equiano-Interesting-7-0706,"Mr. J. Watson, Writer",Mr. J. Watson Writer,first-last,personal,,Mr.,J.,Watson,,,,Writer,,"Mr. J. Watson, Writer",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0707,Equiano-Interesting-7-0707,Equiano-Interesting-7-0707,Mr Kirkpatrick Williamson,Mr. Kirkpatrick Williamson,first-last,personal,,Mr.,Kirkpatrick,Williamson,,,,,,Mr Kirkpatrick Williamson,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0708,Equiano-Interesting-7-0708,Equiano-Interesting-7-0708,"Mr. Wardlow, Glasgow",Mr. Wardlow Glasgow,first-last,personal,,Mr.,,Wardlow,,,,Glasgow,,"Mr. Wardlow, Glasgow",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0709,Equiano-Interesting-7-0709,Equiano-Interesting-7-0709,Mr. Charles Young,Mr. Charles Young,first-last,personal,,Mr.,Charles,Young,,,,,,Mr. Charles Young,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0710,Equiano-Interesting-7-0710,Equiano-Interesting-7-0710,Mr. Robert Young,Mr. Robert Young,first-last,personal,,Mr.,Robert,Young,,,,,,Mr. Robert Young,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0711,Equiano-Interesting-7-0711,Equiano-Interesting-7-0711,"Alexander Young, Esq.",Alexander Young Esq.,first-last,bare,,,Alexander,Young,Esq,,,,,"Alexander Young, Esq.",Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-7-0712,Equiano-Interesting-7-0712,Equiano-Interesting-7-0712,Dr. Yuile,Dr. Yuile,first-last,personal,,Dr.,,Yuile,,,,,,Dr. Yuile,Interesting Narrative,"Equiano, Olaudah",7,1793
Equiano-Interesting-8-0001,Equiano-Interesting-8-0001,Equiano-Interesting-8-0001,His Royal Highness the Prince of Wales.,Prince of Wales,first-last,titled,prince of wales,Prince of Wales,,,,,,,,His Royal Highness the Prince of Wales.,Interesting Narrative,"Equiano, Olaudah",8,1794
Equiano-Interesting-8-0002,Equiano-Interesting-8-0002,Equiano-Interesting-8-0002,His Royal Highness the Duke of York.,Duke of York,first-last,titled,duke of york,Duke of York,,,,,,,,His Royal Highness the Duke of York.,Interesting Narrative,"Equiano, Olaudah",8,1794
Equiano-Interesting-8-0003,Equiano-Interesting-8-0003,Equiano-Interesting-8-0003,His Royal Highness the Duke of Cumberland.,Duke of Cumberland,first-last,titled,duke of cumberland,Duke of Cumberland,,,,,,,,His Royal Highness the Duke of Cumberland.,Interesting Narrative,"Equiano, Olaudah",8,1794
Equiano-Interesting-8-0004,Equiano-Interesting-8-0004,Equiano-Interesting-8-0004,The Earl of Ailesbury,Earl of Ailesbury,first-last,titled,earl of ailesbury,Earl of Ailesbury,,,,,,,,The Earl of Ailesbury,Interesting Narrative,"Equiano, Olaudah",8,1794
Equiano-Interesting-8-0005,Equiano-Interesting-8-0005,Equiano-Interesting-8-0005,Admiral Affleck,Adm. Affleck,first-last,personal,,Adm.,,Affleck,,,,,,Admiral Affleck,Interesting Narrative,"Equiano, Olaudah",8,1794
Equiano-Interesting-8-0006,Equiano-Interesting-8-0006,Equiano-Interesting-8-0006,Mr. William Abingdon,Mr. William Abingdon,first-last,personal,,Mr.,William,Abingdon,,,,,,Mr. William Abingdon,Interesting Narrative,"Equiano, Olaudah",8,1794
Equiano-Interesting-8-0007,Equiano-Interesting-8-0007,Equiano-Interesting-8-0007,"James Adair, Esq.",James Adair Esq.,first-last,bare,,,James,Adair,Esq,,,,,"James Adair, Esq.",Interesting Narrative,"Equiano, Olaudah",8,1794
Equiano-Interesting-8-0008,Equiano-Interesting-8-0008,Equiano-Interesting-8-0008,Rev. Mr. Charles Adams,Rev. Mr. Charles Adams,first-last,personal,,Rev. Mr.,Charles,Adams,,,,,,Rev. Mr. Charles Adams,Interesting Narrative,"Equiano, Olaudah",8,1794
Equiano-Interesting-8-0009,Equiano-Interesting-8-0009,Equiano-Interesting-8-0009,John Ady,John Ady,first-last,bare,,,John,Ady,,,,,,John Ady,Interesting Narrative,"Equiano, Olaudah",8,1794
Equiano-Interesting-8-0010,Equiano-Interesting-8-0010,Equiano-Interesting-8-0010,Rev. Mr. Aldridge,Rev. Mr. Aldridge,first-last,personal,,Rev. Mr.,,Aldridge,,,,,,Rev. Mr. Aldridge,Interesting Narrative,"Equiano, Olaudah",8,1794
Equiano-Interesting-8-0011,Equiano-Interesting-8-0011,Equiano-Interesting-8-0011,"Mr. Law Atkinson, of Huddersfield",Mr. Law Atkinson of Huddersfield,first-last,personal,,Mr.,Law,Atkinson,,,,Huddersfield,,"Mr. Law Atkinson, of Huddersfield",Interesting Narrative,"Equiano, Olaudah",8,1794
