title_key,person_name,wikidata_id,start_year,end_year,source
earl of gainsborough,"Charles Noel, 2nd Earl of Gainsborough",Q5081258,,,wikidata
earl of gainsborough,"Charles Noel, 3rd Earl of Gainsborough",Q5081259,,,wikidata
earl of gainsborough,"Edward Noel, 1st Earl of Gainsborough",Q5344630,,,wikidata
earl of gainsborough,"Wriothesley Noel, 2nd Earl of Gainsborough",Q8038357,,,wikidata
earl of gainsborough,"Henry Noel, 6th Earl of Gainsborough",Q7609402,1759,1798,wikidata
earl of gainsborough,"Charles Noel, 1st Earl of Gainsborough",Q5081256,1841,1866,wikidata
earl of gainsborough,"Arthur Noel, 4th Earl of Gainsborough",Q4799841,1926,1927,wikidata
earl of gower,,,,,
earl of grosvenor,,,,,
earl of guilford,"Frederick North, 8th Earl of Guilford",Q25982910,,,wikidata
earl of guilford,"Dudley North, 7th Earl of Guilford",Q26208233,,,wikidata
earl of guilford,"Edward North, 9th Earl of Guilford",Q26238358,,,wikidata
earl of guilford,"Frederick North, 5th Earl of Guilford",Q333623,,,wikidata
earl of guilford,"Francis North, 4th Earl of Guilford",Q5482072,,,wikidata
earl of guilford,"George North, 3rd Earl of Guilford",Q5542932,,,wikidata
earl of guilford,"Francis North, 1st Earl of Guilford",Q5482068,1752,1790,wikidata
earl of guilford,"Frederick North, 2nd Earl of Guilford",Q312593,1790,1792,wikidata
earl of harrington,"William Stanhope, 1st Earl of Harrington",Q8018720,,,wikidata
earl of harrington,"Charles Stanhope, 12th Earl of Harrington",Q5082627,2009,,wikidata
earl of hopetoun,"Charles Hope, 1st Earl of Hopetoun",Q1064877,,,wikidata
earl of hopetoun,"James Hope-Johnstone, 3rd Earl of Hopetoun",Q1680573,,,wikidata
earl of hopetoun,"Victor Hope, 2nd Marquess of Linlithgow",Q2914941,,,wikidata
earl of hopetoun,"John Hope, 1st Marquess of Linlithgow",Q335178,,,wikidata
earl of hopetoun,"John Hope, 4th Earl of Hopetoun",Q336953,,,wikidata
earl of hopetoun,"John Hope, 6th Earl of Hopetoun",Q3809349,,,wikidata
earl of hopetoun,"John Hope, 5th Earl of Hopetoun",Q3809350,,,wikidata
earl of hopetoun,"Adrian Hope, 4th Marquess of Linlithgow",Q4685117,,,wikidata
earl of hopetoun,"John Hope, 2nd Earl of Hopetoun",Q946015,,,wikidata
earl of hopetoun,"Charles Hope, 3rd Marquess of Linlithgow",Q5079109,1912,1952,wikidata
earl of hopetoun,"Andrew Hope, Earl of Hopetoun",Q75298398,1987,,wikidata
earl of milltown,"Brice Leeson, 3rd Earl of Milltown",Q23806558,,,wikidata
earl of milltown,"Joseph Leeson, 2nd Earl of Milltown",Q6284899,,,wikidata
earl of milltown,"Joseph Leeson, 1st Earl of Milltown",Q6284897,1763,1783,wikidata
earl of miltown,,,,,
earl of ormond,"Thomas Butler, 10th Earl of Ormond",Q208922,,,wikidata
earl of ormond,"Archibald Douglas, 1st Earl of Forfar",Q4786287,,,wikidata
earl of ormond,"Hugh Douglas, Earl of Ormonde",Q5930577,,,wikidata
earl of ormond,"James Butler, 5th Earl of Ormond",Q933080,,,wikidata
earl of ormond,"James Butler, 4th Earl of Ormond",Q6130592,1405,1452,wikidata
earl of ormond,"Thomas Boleyn, 1st Earl of Wiltshire",Q312398,1529,1539,wikidata
earl of percy,,,,,
earl of scarborough,,,,,
earl of shelburne,"William Petty, 2nd Earl of Shelburne",Q312573,,,wikidata
earl of shelburne,"Henry Petty, 1st Earl of Shelburne",Q5726939,,,wikidata
earl of shelburne,"John Petty, 1st Earl of Shelburne",Q6252711,1753,1761,wikidata
earl of shelburne,"Charles Hope Petty-Fitzmaurice, 7th Marquess of Lansdowne",Q1065765,1936,,wikidata
earl of spencer,"John Spencer, 1st Earl Spencer",Q304151,1765,1783,wikidata
earl of spencer,"George Spencer, 2nd Earl Spencer",Q332521,1783,1834,wikidata
earl of spencer,"John Spencer, 3rd Earl Spencer",Q386213,1834,1845,wikidata
earl of spencer,"Frederick Spencer, 4th Earl Spencer",Q335529,1845,1857,wikidata
earl of spencer,"John Spencer, 5th Earl Spencer",Q333281,1857,1910,wikidata
earl of spencer,"Charles Spencer, 6th Earl Spencer",Q2544868,1910,1922,wikidata
earl of spencer,"Albert Spencer, 7th Earl Spencer",Q2544896,1922,1975,wikidata
earl of spencer,"John Spencer, 8th Earl Spencer",Q593671,1975,1992,wikidata
earl of spencer,"Charles Spencer, 9th Earl Spencer",Q331287,1992,,wikidata
earl of stanhope,,,,,
earl of upper ossory,John FitzPatrick,Q6233282,1751,1758,wikidata
earl of warwick,"Roger de Beaumont, 2nd Earl of Warwick",Q1392289,,,wikidata
earl of warwick,"John du Plessis, 7th Earl of Warwick",Q17479233,,,wikidata
earl of warwick,"Waleran de Beaumont, 4th Earl of Warwick",Q1779797,,,wikidata
earl of warwick,"Robert Rich, 1st Earl of Warwick",Q2158611,,,wikidata
earl of warwick,"Edward Rich, 7th Earl of Warwick",Q264483,,,wikidata
earl of warwick,"Guy de Beauchamp, 10th Earl of Warwick",Q3122244,,,wikidata
earl of warwick,"George Greville, 2nd Earl of Warwick",Q3266252,,,wikidata
earl of warwick,"George Greville, 4th Earl of Warwick",Q3313247,,,wikidata
earl of warwick,"Francis Greville, 5th Earl of Warwick",Q3313263,,,wikidata
earl of warwick,"Henry Greville, 3rd Earl of Warwick",Q3313612,,,wikidata
earl of warwick,"Ambrose Dudley, 3rd Earl of Warwick",Q339752,,,wikidata
earl of warwick,"Charles Rich, 4th Earl of Warwick",Q3666584,,,wikidata
earl of warwick,"Edward Rich, 6th Earl of Warwick",Q3720017,,,wikidata
earl of warwick,"Robert Rich, 3rd Earl of Warwick",Q377318,,,wikidata
earl of warwick,"Henry de Beaumont, 5th Earl of Warwick",Q3785020,,,wikidata
earl of warwick,"Margaret de Newburg, 7th Countess of Warwick",Q3846903,,,wikidata
earl of warwick,"Thomas de Beaumont, 6th Earl of Warwick",Q3990748,,,wikidata
earl of warwick,"William Maudit, 8th Earl of Warwick",Q4020096,,,wikidata
earl of warwick,"William de Beauchamp, 9th Earl of Warwick",Q4020193,,,wikidata
earl of warwick,"William de Beaumont, 3rd Earl of Warwick",Q4020195,,,wikidata
earl of warwick,Richard Neville,Q437571,,,wikidata
earl of warwick,"Daisy Greville, Countess of Warwick",Q461429,,,wikidata
earl of warwick,"Charles Greville, 7th Earl of Warwick",Q5078431,,,wikidata
earl of warwick,"Anne Beauchamp, 16th Countess of Warwick",Q543019,,,wikidata
earl of warwick,"Anne de Beauchamp, 15th Countess of Warwick",Q543665,,,wikidata
earl of warwick,"Leopold Greville, 6th Earl of Warwick",Q6526957,,,wikidata
earl of warwick,"Edward Plantagenet, 17th Earl of Warwick",Q725833,,,wikidata
earl of warwick,Thomas de Beauchamp,Q923162,,,wikidata
earl of warwick,"Thomas de Beauchamp, 12th Earl of Warwick",Q945379,,,wikidata
earl of warwick,"Henry de Beaumont, 1st Earl of Warwick",Q973978,,,wikidata
earl of warwick,"Richard de Beauchamp, 13th Earl of Warwick",Q592988,1401,1439,wikidata
earl of warwick,"Henry de Beauchamp, 1st Duke of Warwick",Q1521796,1439,1446,wikidata
earl of warwick,"John Dudley, 1st Duke of Northumberland",Q347125,1547,,wikidata
earl of warwick,"John Dudley, 2nd Earl of Warwick",Q3809223,1553,1554,wikidata
earl of warwick,"Robert Rich, 2nd Earl of Warwick",Q741503,1619,,wikidata
earl of warwick,"Robert Rich, 5th Earl of Warwick",Q3938405,1649,1675,wikidata
earl of warwick,"Edward Rich, 8th Earl of Warwick",Q39050845,1721,1759,wikidata
earl of warwick,"Francis Greville, 1st Earl of Warwick",Q3266409,1759,1773,wikidata
lord bishop of bangor,,,,,
lord bishop of chester,,,,,
lord bishop of cork,,,,,
lord bishop of london,,,,,
lord bishop of meath,,,,,
lord bishop of rochester,,,,,
lord bishop of st david's,,,,,
lord bishop of st. david's,,,,,
lord bishop of worcester,,,,,
lord mayor of london,Adam de Bury,Q136763018,,,wikidata
lord mayor of london,Henry Fitz-Ailwin de Londonestone,Q5721250,1189,1212,wikidata
lord mayor of london,Roger FitzAlan,Q55099186,1212,1214,wikidata
lord mayor of london,Serlo le Mercer,Q24039400,1214,1215,wikidata
lord mayor of london,Serlo le Mercer,Q24039400,1217,1221,wikidata
lord mayor of london,Ralph Sandwich,Q7288062,1285,1289,wikidata
lord mayor of london,Ralph Sandwich,Q7288062,1289,1292,wikidata
lord mayor of london,Hamo Chigwell,Q18671364,1319,1320,wikidata
lord mayor of london,Hamo Chigwell,Q18671364,1321,1323,wikidata
lord mayor of london,Hamo Chigwell,Q18671364,1323,1326,wikidata
lord mayor of london,Hamo Chigwell,Q18671364,1327,1328,wikidata
lord mayor of london,Andrew Aubrey,Q18159644,1339,1340,wikidata
lord mayor of london,Thomas Legge,Q75612607,1346,1347,wikidata
lord mayor of london,Andrew Aubrey,Q18159644,1351,1351,wikidata
lord mayor of london,Adam Fraunceys,Q18572163,1352,1354,wikidata
lord mayor of london,Thomas Legge,Q75612607,1354,1355,wikidata
lord mayor of london,Henry Picard,Q3784989,1356,1357,wikidata
lord mayor of london,John Wroth,Q83387154,1360,1361,wikidata
lord mayor of london,William Walworth,Q2339274,1374,1375,wikidata
lord mayor of london,John Philpott,Q104621166,1378,1379,wikidata
lord mayor of london,William Walworth,Q2339274,1380,1381,wikidata
lord mayor of london,Nicholas Twyford,Q18530507,1388,1389,wikidata
lord mayor of london,John Hende,Q106778556,1391,,wikidata
lord mayor of london,William Standon,Q16847417,1392,1393,wikidata
lord mayor of london,Richard Whittington,Q337493,1397,,wikidata
lord mayor of london,Drugo Barentyn,Q42681419,1398,1399,wikidata
lord mayor of london,Thomas Knollys,Q7791577,1399,1400,wikidata
lord mayor of london,William Askham,Q8004629,1403,1404,wikidata
lord mayor of london,John Hende,Q106778556,1404,1405,wikidata
lord mayor of london,Richard Whittington,Q337493,1406,1407,wikidata
lord mayor of london,William Standon,Q16847417,1407,1408,wikidata
lord mayor of london,Drugo Barentyn,Q42681419,1408,1409,wikidata
lord mayor of london,Thomas Knollys,Q7791577,1410,1411,wikidata
lord mayor of london,Robert Chichele,Q17508586,1411,1412,wikidata
lord mayor of london,William Cromer,Q42534115,1413,1414,wikidata
lord mayor of london,Nicholas Wotton,Q28150512,1415,1416,wikidata
lord mayor of london,Henry Barton,Q5717856,1416,1417,wikidata
lord mayor of london,William Sevenoke,Q17066295,1418,1419,wikidata
lord mayor of london,Richard Whittington,Q337493,1419,1420,wikidata
lord mayor of london,William Cromer,Q42534115,1423,1424,wikidata
lord mayor of london,John Reynwell,Q6254681,1426,1427,wikidata
lord mayor of london,Henry Barton,Q5717856,1428,1429,wikidata
lord mayor of london,William Eastfield,Q27171252,1429,1430,wikidata
lord mayor of london,Nicholas Wotton,Q28150512,1430,1431,wikidata
lord mayor of london,William Eastfield,Q27171252,1437,1438,wikidata
lord mayor of london,Robert Large,Q7346714,1439,1440,wikidata
lord mayor of london,Nicholas Wyfold,Q75965995,1450,1451,wikidata
lord mayor of london,William Gregory,Q18672760,1451,1452,wikidata
lord mayor of london,John Norman,Q6250621,1453,1454,wikidata
lord mayor of london,Stephen Foster,Q30014866,1454,1455,wikidata
lord mayor of london,Sir Thomas Canynges,Q16968754,1456,1457,wikidata
lord mayor of london,Geoffrey Boleyn,Q1502943,1457,1458,wikidata
lord mayor of london,Sir Richard Lee,Q64521153,1460,1461,wikidata
lord mayor of london,Thomas Cooke,Q15637721,1462,1463,wikidata
lord mayor of london,Ralph Josselyn,Q74868424,1464,1465,wikidata
lord mayor of london,Sir Ralph Verney,Q60887871,1465,1466,wikidata
lord mayor of london,William Taillour,Q8019155,1468,1469,wikidata
lord mayor of london,Sir Richard Lee,Q64521153,1469,1470,wikidata
lord mayor of london,William Hampton,Q18577192,1472,1472,wikidata
lord mayor of london,Ralph Josselyn,Q74868424,1476,1477,wikidata
lord mayor of london,Richard Gardiner,Q7325861,1478,1479,wikidata
lord mayor of london,Edmund Shaw,Q5339819,1482,1483,wikidata
lord mayor of london,Thomas Hill,Q104488627,1484,1484,wikidata
lord mayor of london,Henry Colet,Q16866385,1486,1487,wikidata
lord mayor of london,Sir William Whorne,Q16206798,1487,1488,wikidata
lord mayor of london,Hugh Clopton,Q3787436,1491,1492,wikidata
lord mayor of london,William Martyn,Q101513262,1492,1493,wikidata
lord mayor of london,Henry Colet,Q16866385,1495,1496,wikidata
lord mayor of london,John Tate,Q22087323,1496,1497,wikidata
lord mayor of london,John Shaa,Q16204972,1501,1502,wikidata
lord mayor of london,Bartholomew Reade,Q51658484,1502,1503,wikidata
lord mayor of london,Sir William Capel,Q8006525,1503,1504,wikidata
lord mayor of london,Stephen Jenyns,Q7609598,1508,1509,wikidata
lord mayor of london,Sir Thomas Bradbury,Q105776971,1509,1510,wikidata
lord mayor of london,Sir William Capel,Q8006525,1510,1511,wikidata
lord mayor of london,Henry Keble,Q16200337,1510,1511,wikidata
lord mayor of london,William Browne,Q16197601,1513,1514,wikidata
lord mayor of london,John Tate,Q22087323,1514,1514,wikidata
lord mayor of london,George Monoux,Q5542568,1514,1515,wikidata
lord mayor of london,Thomas Exmewe,Q7789414,1517,1518,wikidata
lord mayor of london,Thomas Murfyn,Q7792618,1518,1519,wikidata
lord mayor of london,John Brydges,Q24254940,1520,1521,wikidata
lord mayor of london,John Mundy,Q6249802,1522,1533,wikidata
lord mayor of london,John Alleyn,Q61911559,1525,1526,wikidata
lord mayor of london,Sir John Rudston,Q75492395,1528,1529,wikidata
lord mayor of london,John Champneys,Q16863434,1534,1535,wikidata
lord mayor of london,John Alleyn,Q61911559,1535,1536,wikidata
lord mayor of london,Ralph Warren,Q7288239,1536,1536,wikidata
lord mayor of london,Richard Gresham,Q7326075,1537,1538,wikidata
lord mayor of london,William Holles,Q8012427,1539,1540,wikidata
lord mayor of london,William Roche,Q118501299,1540,1541,wikidata
lord mayor of london,Michael Dormer,Q16830069,1541,1542,wikidata
lord mayor of london,William Bowyer,Q53577062,1543,1544,wikidata
lord mayor of london,Ralph Warren,Q7288239,1544,1544,wikidata
lord mayor of london,William Laxton,Q8014374,1544,1545,wikidata
lord mayor of london,Martin Bowes,Q6775039,1545,1546,wikidata
lord mayor of london,John Gresham,Q6236290,1547,1548,wikidata
lord mayor of london,Rowland Hill,Q7372144,1549,1550,wikidata
lord mayor of london,Andrew Judde,Q18160401,1550,1550,wikidata
lord mayor of london,Sir Richard Dobbs,Q75888879,1551,1552,wikidata
lord mayor of london,Sir George Barne,Q96075939,1552,1553,wikidata
lord mayor of london,Thomas White,Q2428137,1553,1553,wikidata
lord mayor of london,John Lyon,Q130500881,1554,,wikidata
lord mayor of london,William Garrard,Q8009697,1555,1556,wikidata
lord mayor of london,Thomas Offley,Q18672633,1556,1557,wikidata
lord mayor of london,Thomas Curtis,Q47476980,1557,1558,wikidata
lord mayor of london,Thomas Leigh,Q7791799,1558,1559,wikidata
lord mayor of london,William Hewett,Q21283036,1559,1560,wikidata
lord mayor of london,William Chester,Q15637748,1560,1561,wikidata
lord mayor of london,William Harpur,Q8010904,1561,1562,wikidata
lord mayor of london,Thomas Lodge,Q7791899,1562,1563,wikidata
lord mayor of london,John White,Q105676584,1563,1564,wikidata
lord mayor of london,Sir Richard Mallory,Q76027025,1564,1565,wikidata
lord mayor of london,Sir Roger Martyn,Q28457853,1567,1568,wikidata
lord mayor of london,Thomas Rowe,Q130526223,1568,1569,wikidata
lord mayor of london,Rowland Hayward,Q16842189,1570,1571,wikidata
lord mayor of london,Lionel Duckett,Q6555620,1572,1573,wikidata
lord mayor of london,John Rivers,Q6255027,1573,1574,wikidata
lord mayor of london,Ambrose Nicholas,Q19662004,1575,1576,wikidata
lord mayor of london,Thomas Ramsey,Q20005769,1577,1578,wikidata
lord mayor of london,Nicholas Woodroffe,Q24713694,1579,1580,wikidata
lord mayor of london,Sir James Harvey,Q17425013,1581,1581,wikidata
lord mayor of london,Thomas Blanke,Q19666937,1582,1583,wikidata
lord mayor of london,Edward Osborne,Q5344701,1583,1584,wikidata
lord mayor of london,Thomas Pullyson,Q7793314,1584,1585,wikidata
lord mayor of london,Wolstan Dixie,Q8030431,1585,1586,wikidata
lord mayor of london,George Barne,Q5536724,1586,1587,wikidata
lord mayor of london,George Bond,Q28043535,1587,1588,wikidata
lord mayor of london,John Harte,Q18752832,1589,1590,wikidata
lord mayor of london,Richard Martin,Q7327658,1589,1589,wikidata
lord mayor of london,John Allot,Q18748688,1590,1591,wikidata
lord mayor of london,William Webbe,Q18162616,1591,1592,wikidata
lord mayor of london,Rowland Hayward,Q16842189,1591,1591,wikidata
lord mayor of london,William Rowe,Q8017806,1592,1593,wikidata
lord mayor of london,Cuthbert Buckle,Q18159686,1593,1594,wikidata
lord mayor of london,Richard Martin,Q7327658,1594,1594,wikidata
lord mayor of london,John Spencer,Q16863731,1594,1595,wikidata
lord mayor of london,Stephen Slaney,Q16228462,1595,1596,wikidata
lord mayor of london,Thomas Skinner,Q7794002,1596,1596,wikidata
lord mayor of london,Henry Billingsley,Q12729940,1596,1597,wikidata
lord mayor of london,Richard Saltonstall,Q7328867,1597,1598,wikidata
lord mayor of london,Stephen Soame,Q7610566,1598,,wikidata
lord mayor of london,Nicholas Mosley,Q7025934,1599,1600,wikidata
lord mayor of london,William Ryder,Q16846286,1600,1610,wikidata
lord mayor of london,John Garrard,Q6234901,1601,1602,wikidata
lord mayor of london,Robert Lee,Q7346790,1602,1603,wikidata
lord mayor of london,Thomas Bennett,Q7787572,1603,1604,wikidata
lord mayor of london,Thomas Lowe,Q7791944,1604,1605,wikidata
lord mayor of london,Leonard Holliday,Q6525383,1605,1606,wikidata
lord mayor of london,John Watts,Q6263262,1606,1607,wikidata
lord mayor of london,Sir Henry Rowe,Q76131914,1607,1608,wikidata
lord mayor of london,Humphrey Weld,Q5941666,1608,1609,wikidata
lord mayor of london,Thomas Cambell,Q7788202,1609,,wikidata
lord mayor of london,William Craven,Q8007263,1610,1611,wikidata
lord mayor of london,James Pemberton,Q16859815,1611,1612,wikidata
lord mayor of london,John Swynnerton,Q6259847,1612,1613,wikidata
lord mayor of london,Thomas Myddelton,Q7792647,1613,1614,wikidata
lord mayor of london,Thomas Hayes,Q7790518,1614,1615,wikidata
lord mayor of london,John Jolles,Q6241987,1615,1616,wikidata
lord mayor of london,John Leman,Q6244511,1616,1617,wikidata
lord mayor of london,George Bolles,Q5537086,1617,1618,wikidata
lord mayor of london,Sebastian Harvey,Q7442429,1618,1619,wikidata
lord mayor of london,William Cockayne,Q1289573,1619,1620,wikidata
lord mayor of london,Francis Jones,Q5481532,1620,1621,wikidata
lord mayor of london,Edward Barkham,Q5341767,1621,1622,wikidata
lord mayor of london,Peter Proby,Q7176454,1622,1633,wikidata
lord mayor of london,Martin Lumley,Q6776035,1623,,wikidata
lord mayor of london,John Gore,Q6235795,1624,1625,wikidata
lord mayor of london,Sir Allan Cotton,Q4730540,1625,,wikidata
lord mayor of london,Cuthbert Hacket,Q5196788,1626,,wikidata
lord mayor of london,Hugh Hamersley,Q5931022,1627,1628,wikidata
lord mayor of london,Richard Deane,Q16207747,1628,1629,wikidata
lord mayor of london,James Cambell,Q6130901,1629,1630,wikidata
lord mayor of london,Robert Ducie,Q7343661,1630,1631,wikidata
lord mayor of london,George Whitmore,Q5546234,1631,1631,wikidata
lord mayor of london,Nicholas Rainton,Q7026104,1632,1633,wikidata
lord mayor of london,Ralph Freeman,Q7287503,1633,1634,wikidata
lord mayor of london,Thomas Moulson,Q7792593,1634,1634,wikidata
lord mayor of london,Robert Parkhurst,Q7348290,1634,1635,wikidata
lord mayor of london,Christopher Clitherow,Q5112114,1635,1636,wikidata
lord mayor of london,Edward Bromfield,Q5342024,1636,1637,wikidata
lord mayor of london,Richard Venn,Q7329653,1637,1638,wikidata
lord mayor of london,Maurice Abbot,Q3852414,1638,1639,wikidata
lord mayor of london,Henry Garraway,Q5721805,1639,1639,wikidata
lord mayor of london,"Sir William Acton, 1st Baronet",Q7529461,1640,1640,wikidata
lord mayor of london,Edmund Wright,Q5339935,1640,1641,wikidata
lord mayor of london,"Sir Richard Gurney, 1st Baronet",Q7528597,1641,1641,wikidata
lord mayor of london,Isaac Penington,Q6076943,1642,1643,wikidata
lord mayor of london,John Wollaston,Q6264740,1643,1644,wikidata
lord mayor of london,Thomas Atkins,Q7787189,1644,,wikidata
lord mayor of london,"Sir Thomas Adams, 1st Baronet",Q4057352,1645,,wikidata
lord mayor of london,John Gayer,Q6235018,1646,1647,wikidata
lord mayor of london,John Warner,Q6263061,1647,1648,wikidata
lord mayor of london,Abraham Reynardson,Q4669146,1648,1649,wikidata
lord mayor of london,Thomas Foote,Q7789706,1649,1650,wikidata
lord mayor of london,Thomas Andrewes,Q7787076,1650,1651,wikidata
lord mayor of london,John Kendrick,Q48699936,1651,1651,wikidata
lord mayor of london,John Fowke,Q6233781,1652,,wikidata
lord mayor of london,Thomas Vyner,Q16848556,1653,,wikidata
lord mayor of london,Christopher Packe,Q5113019,1654,1654,wikidata
lord mayor of london,John Dethick,Q16199986,1655,,wikidata
lord mayor of london,Robert Tichborne,Q7350395,1656,1657,wikidata
lord mayor of london,Richard Chiverton,Q16239289,1657,1658,wikidata
lord mayor of london,John Ireton,Q6240852,1658,1658,wikidata
lord mayor of london,"Sir Thomas Allen, 1st Baronet",Q7529028,1659,1659,wikidata
lord mayor of london,"Sir Richard Browne, 1st Baronet, of London",Q16190216,1660,1660,wikidata
lord mayor of london,John Frederick,Q14809005,1661,,wikidata
lord mayor of london,Sir John Robinson,Q7528022,1662,1662,wikidata
lord mayor of london,Anthony Bateman,Q4772078,1663,1663,wikidata
lord mayor of london,John Lawrence,Q6244176,1664,1665,wikidata
lord mayor of london,Thomas Bloodworth,Q921863,1665,,wikidata
lord mayor of london,William Bolton,Q8005684,1666,1667,wikidata
lord mayor of london,William Turner,Q8019574,1668,1669,wikidata
lord mayor of london,Sir Samuel Starling,Q75785785,1669,1670,wikidata
lord mayor of london,Sir Richard Ford,Q16837338,1670,,wikidata
lord mayor of london,Sir William Hooker,Q75963121,1673,,wikidata
lord mayor of london,"Sir Robert Viner, 1st Baronet",Q2472240,1674,,wikidata
lord mayor of london,Sir Joseph Sheldon,Q75826320,1675,1675,wikidata
lord mayor of london,Thomas Davies,Q18559885,1676,1676,wikidata
lord mayor of london,Sir Francis Chaplin,Q75568989,1677,1677,wikidata
lord mayor of london,Robert Clayton,Q7342961,1679,,wikidata
lord mayor of london,Patience Ward,Q7144942,1680,1680,wikidata
lord mayor of london,John Moore,Q6249260,1681,,wikidata
lord mayor of london,William Prichard,Q8017088,1682,1683,wikidata
lord mayor of london,Henry Tulse,Q5729355,1683,1683,wikidata
lord mayor of london,James Smyth,Q125647642,1684,,wikidata
lord mayor of london,Robert Geffrye,Q16239647,1685,1685,wikidata
lord mayor of london,Sir John Peake,Q75436172,1686,1686,wikidata
lord mayor of london,John Shorter,Q22998064,1687,1687,wikidata
lord mayor of london,John Eyles,Q16239516,1688,1688,wikidata
lord mayor of london,Thomas Pilkington,Q7793172,1689,1690,wikidata
lord mayor of london,Sir Thomas Stamp,Q75500501,1691,,wikidata
lord mayor of london,John Fleet,Q6233409,1692,1693,wikidata
lord mayor of london,William Ashhurst,Q8004618,1693,1694,wikidata
lord mayor of london,Sir Thomas Lane,Q130494263,1694,1695,wikidata
lord mayor of london,John Houblon,Q372504,1695,1696,wikidata
lord mayor of london,Edward Clarke,Q60771413,1696,1696,wikidata
lord mayor of london,Humphrey Edwin,Q5941378,1697,1697,wikidata
lord mayor of london,Francis Child,Q16239281,1698,1699,wikidata
lord mayor of london,Richard Levett,Q7327356,1699,1700,wikidata
lord mayor of london,Thomas Abney,Q7786931,1700,1701,wikidata
lord mayor of london,William Gore,Q22038952,1701,1701,wikidata
lord mayor of london,Samuel Dashwood,Q19979589,1702,1702,wikidata
lord mayor of london,John Parsons,Q30321462,1703,1703,wikidata
lord mayor of london,Owen Buckingham,Q16859256,1704,1704,wikidata
lord mayor of london,Thomas Rawlinson,Q18530856,1705,1706,wikidata
lord mayor of london,Robert Bedingfield,Q26791025,1706,1707,wikidata
lord mayor of london,William Withers,Q8020498,1707,1707,wikidata
lord mayor of london,Charles Duncombe,Q5077005,1708,1708,wikidata
lord mayor of london,"Sir Samuel Garrard, 4th Baronet",Q7528939,1709,1709,wikidata
lord mayor of london,"Sir Gilbert Heathcote, 1st Baronet",Q7526972,1710,1710,wikidata
lord mayor of london,Robert Beachcroft,Q59919325,1711,1712,wikidata
lord mayor of london,Richard Hoare,Q3430869,1712,1713,wikidata
lord mayor of london,Samuel Stanier,Q59919355,1713,1713,wikidata
lord mayor of london,William Humfreys,Q8012666,1714,1715,wikidata
lord mayor of london,Charles Peers,Q5081564,1715,1716,wikidata
lord mayor of london,James Bateman,Q22336759,1716,1717,wikidata
lord mayor of london,William Lewen,Q30312761,1717,1718,wikidata
lord mayor of london,John Ward,Q22909702,1718,1719,wikidata
lord mayor of london,George Thorold,Q5545214,1719,1729,wikidata
lord mayor of london,"Sir John Fryer, 1st Baronet",Q28131535,1720,1721,wikidata
lord mayor of london,Gerard Conyers,Q22336791,1722,1722,wikidata
lord mayor of london,Peter Delmé,Q7173618,1723,1723,wikidata
lord mayor of london,Sir George Merttins,Q76329843,1724,1725,wikidata
lord mayor of london,"Sir John Eyles, 2nd Baronet",Q7527769,1726,1726,wikidata
lord mayor of london,Humphrey Parsons,Q18576351,1730,1731,wikidata
lord mayor of london,Francis Child,Q15637739,1731,1732,wikidata
lord mayor of london,William Billers,Q28864157,1733,1734,wikidata
lord mayor of london,Edward Bellamy,Q22336766,1734,1734,wikidata
lord mayor of london,John Williams,Q6264348,1735,1736,wikidata
lord mayor of london,Sir John Thompson,Q96086375,1736,1737,wikidata
lord mayor of london,John Barnard,Q6220731,1737,1738,wikidata
lord mayor of london,Micajah Perry,Q18819701,1738,1739,wikidata
lord mayor of london,Robert Willimot,Q28062229,1742,1743,wikidata
lord mayor of london,George Heathcote,Q5540371,1742,1742,wikidata
lord mayor of london,Henry Marshall,Q36704872,1744,1745,wikidata
lord mayor of london,Richard Hoare,Q19325209,1745,1745,wikidata
lord mayor of london,William Benn,Q60765759,1746,1747,wikidata
lord mayor of london,Robert Ladbroke,Q18160477,1747,1748,wikidata
lord mayor of london,William Calvert,Q16885503,1748,1749,wikidata
lord mayor of london,Samuel Pennant,Q7412378,1749,1750,wikidata
lord mayor of london,Thomas Winterbottom,Q130360364,1751,1752,wikidata
lord mayor of london,Crisp Gascoyne,Q3002790,1752,1753,wikidata
lord mayor of london,Thomas Rawlinson,Q18577099,1753,1754,wikidata
lord mayor of london,Edward Ironside,Q59978433,1753,1753,wikidata
lord mayor of london,Stephen Theodore Janssen,Q36622498,1754,1754,wikidata
lord mayor of london,Slingsby Bethell,Q24254297,1755,1756,wikidata
lord mayor of london,Marshe Dickinson,Q26779219,1756,1757,wikidata
lord mayor of london,"Sir Charles Asgill, 1st Baronet",Q7526169,1757,1758,wikidata
lord mayor of london,"Sir Richard Glyn, 1st Baronet, of Ewell",Q7528581,1758,1759,wikidata
lord mayor of london,Matthew Blakiston,Q6790173,1760,1761,wikidata
lord mayor of london,"Sir Samuel Fludyer, 1st Baronet",Q3471114,1761,1762,wikidata
lord mayor of london,William Beckford,Q333240,1762,1763,wikidata
lord mayor of london,Sir William Stephenson,Q75558014,1764,1765,wikidata
lord mayor of london,Robert Kite,Q7346394,1766,1767,wikidata
lord mayor of london,Thomas Harley,Q7790431,1767,1768,wikidata
lord mayor of london,Samuel Turner,Q75939910,1768,1769,wikidata
lord mayor of london,William Beckford,Q333240,1769,1770,wikidata
lord mayor of london,Barlow Trecothick,Q26880502,1770,1770,wikidata
