group_id,match,entry_id,person_id,normalized_name,listed as,parsed_title,parsed_first,parsed_last,parsed_postnominals,parsed_occupation,parsed_affiliation,parsed_location,book,edition,year,match_rule,match_tier
cm_0424,,Equiano-Interesting-9-0716,Equiano-Interesting-9-0716,John Marshall M. D.,"John Marshall, M. D.",,John,Marshall,M. D,,,,Interesting Narrative,9,1794,fuzzy_last_3+exact_first,candidate_within_linkage
cm_0727,,Equiano-Interesting-9-0722,Equiano-Interesting-9-0722,Rev. W. Richards M. A.,"Rev. W. Richards, M. A. 2 copies",Rev.,W.,Richards,,,,,Interesting Narrative,9,1794,fuzzy_last_2+missing_first,candidate_within_linkage
cm_1091,,Equiano-Interesting-4-0161,Equiano-Interesting-4-0161,Joseph C. Walker Esq.,"Joseph C. Walker, Esq.",,Joseph,C. Walker,Esq,,,,Interesting Narrative,4,1791,fuzzy_last_3+exact_first,candidate_cluster_merge
cm_1091,,Equiano-Interesting-3-0385,Equiano-Interesting-3-0385,Joseph Walker Esq.,"Joseph Walker, Esq. Ditto",,Joseph,Walker,Esq. Ditto,,,,Interesting Narrative,3,1790,fuzzy_last_3+exact_first,candidate_cluster_merge
cm_1092,,Equiano-Interesting-5-0256,Equiano-Interesting-5-0256,Mr. William Sproul of Athlone,Mr Wm.SproulofAthlone,Mr.,William,Sproul,,,,Athlone,Interesting Narrative,5,1792,fuzzy_last_1+initial_first+loc,candidate_cluster_merge
cm_1092,,Equiano-Interesting-8-0785,Equiano-Interesting-8-0785,Mr. W. Sproule Athlone,"Mr. W. Sproule, Athlone",Mr.,W.,Sproule,,,,Athlone,Interesting Narrative,8,1794,fuzzy_last_1+initial_first+loc,candidate_cluster_merge
cm_1093,,Equiano-Interesting-6-0218,Equiano-Interesting-6-0218,Dr. Alderson,Dr. Alderson,Dr.,,Alderson,,,,,Interesting Narrative,6,1793,fuzzy_last_1+missing_first,candidate_cluster_merge
cm_1093,,Equiano-Interesting-5-0278,Equiano-Interesting-5-0278,Dr. James Anderson Leith,"Dr James Anderson, Leith",Dr.,James,Anderson,,,,Leith,Interesting Narrative,5,1792,fuzzy_last_1+missing_first,candidate_cluster_merge
cm_1094,,Equiano-Interesting-8-0052,Equiano-Interesting-8-0052,Rev. Mr. Carlow of Mansfield,Rev. Mr. Carlow of Mansfield,Rev. Mr.,,Carlow,,,,Mansfield,Interesting Narrative,8,1794,fuzzy_last_1+missing_first+loc,candidate_cluster_merge
cm_1094,,Equiano-Interesting-4-0215,Equiano-Interesting-4-0215,Rev. Mr. Catlow Mansfield,"The Rev. Mr. Catlow, Mansfield",Rev. Mr.,,Catlow,,,,Mansfield,Interesting Narrative,4,1791,fuzzy_last_1+missing_first+loc,candidate_cluster_merge
cm_1095,,Equiano-Interesting-8-0579,Equiano-Interesting-8-0579,Rev. Samuel Forster D. D.,"Rev. Sam. Forester, D. D.",Rev.,Samuel,Forster,D. D,,,,Interesting Narrative,8,1794,fuzzy_last_1+missing_first,candidate_cluster_merge
cm_1095,,Equiano-Interesting-1-0103,Equiano-Interesting-1-0103,Rev. Mr. Foster,The Reverend Mr. Foster,Rev. Mr.,,Foster,,,,,Interesting Narrative,1,1789,fuzzy_last_1+missing_first,candidate_cluster_merge
cm_1096,,Equiano-Interesting-8-0726,Equiano-Interesting-8-0726,Mr. Thomas Watson,Mr. Thomas Watson,Mr.,Thomas,Watson,,,,,Interesting Narrative,8,1794,fuzzy_last_2+exact_first,candidate_within
cm_1096,,Equiano-Interesting-Am-0079,Equiano-Interesting-Am-0079,Thomas Mason Philadelphia,"Thomas Mason, Philadelphia",,Thomas,Mason,,,,Philadelphia,Interesting Narrative,Am,1791,fuzzy_last_2+exact_first,candidate_within
cm_1097,,Equiano-Interesting-8-0615,Equiano-Interesting-8-0615,Mr. William Hnkes,Mr. William H[?]nkes,Mr.,William,Hnkes,,,,,Interesting Narrative,8,1794,fuzzy_last_1+exact_first,candidate_within
cm_1097,,Equiano-Interesting-9-0608,Equiano-Interesting-9-0608,Mr. William Hankes,Mr. William Hankes,Mr.,William,Hankes,,,,,Interesting Narrative,9,1794,fuzzy_last_1+exact_first,candidate_within
cm_1098,,Equiano-Interesting-8-0626,Equiano-Interesting-8-0626,Mr. J. Landley Long Melford,"Mr. J. Landley, Long Melford",Mr.,J.,Landley,,,,Long Melford,Interesting Narrative,8,1794,fuzzy_last_1+initial_first+loc,candidate_within
cm_1098,,Equiano-Interesting-9-0617,Equiano-Interesting-9-0617,Mr. J. Langley Long Melford,"Mr. J. Langley, Long Melford",Mr.,J.,Langley,,,,Long Melford,Interesting Narrative,9,1794,fuzzy_last_1+initial_first+loc,candidate_within
cm_1099,,Equiano-Interesting-8-0648,Equiano-Interesting-8-0648,Rev. Samuel Newson,Rev. Samuel Newson,Rev.,Samuel,Newson,,,,,Interesting Narrative,8,1794,fuzzy_last_1+exact_first,candidate_within
cm_1099,,Equiano-Interesting-9-0634,Equiano-Interesting-9-0634,Rev. Samuel Newton,Rev. Samuel Newton,Rev.,Samuel,Newton,,,,,Interesting Narrative,9,1794,fuzzy_last_1+exact_first,candidate_within
cm_1100,,Equiano-Interesting-Am-0072,Equiano-Interesting-Am-0072,William Martin N. Y.,"William Martin, N. Y.",,William,Martin,N. Y,,,,Interesting Narrative,Am,1791,fuzzy_last_2+exact_first,candidate_within
cm_1100,,Equiano-Interesting-4-0015,Equiano-Interesting-4-0015,Mr. William Bardin,Mr. William Bardin,Mr.,William,Bardin,,,,,Interesting Narrative,4,1791,fuzzy_last_2+exact_first,candidate_within
cm_1101,,Equiano-Interesting-4-0045,Equiano-Interesting-4-0045,Mr. John Farris,Mr. John Farris,Mr.,John,Farris,,,,,Interesting Narrative,4,1791,fuzzy_last_2+exact_first,candidate_within
cm_1101,,Equiano-Interesting-Am-0046,Equiano-Interesting-Am-0046,John Ferriss Wilmington,"John Ferriss, Wilmington",,John,Ferriss,,,,Wilmington,Interesting Narrative,Am,1791,fuzzy_last_2+exact_first,candidate_within
cm_1102,,Equiano-Interesting-6-0546,Equiano-Interesting-6-0546,Mr. James Anderson Leith,"Mr. James Anderson, Leith",Mr.,James,Anderson,,,,Leith,Interesting Narrative,6,1793,fuzzy_last_1+exact_first,candidate_within
cm_1102,,Equiano-Interesting-8-0493,Equiano-Interesting-8-0493,James Alderson M. D.,"James Alderson, M. D.",,James,Alderson,M. D,,,,Interesting Narrative,8,1794,fuzzy_last_1+exact_first,candidate_within
cm_1103,,Equiano-Interesting-1-0093,Equiano-Interesting-1-0093,Sir Gilbert Elliot Bart.,"Sir Gilbert Elliot, Bart. 2 copies",Sir,Gilbert,Elliot,,,,,Interesting Narrative,1,1789,exact_last+exact_first,anchor_cross
cm_1103,,Equiano-Interesting-2-0114,Equiano-Interesting-2-0114,Sir Gilbert Elliot Bart.,"Sir Gilbert Elliot, Bart. 2 copies",Sir,Gilbert,Elliot,,,,,Interesting Narrative,2,1789,exact_last+exact_first,anchor_cross
