group_id,match,entry_id,person_id,title_key,title_holder,normalized_name,listed as,book,edition,year,match_tier
tt_0049,y,Equiano-Interesting-6-0173,Equiano-Interesting-6-0173,lord bishop of st. david's,,Lord Bishop of St. David's,The Lord Bishop of St. David's,Interesting Narrative,6,1793,title_same
tt_0049,y,Equiano-Interesting-7-0177,Equiano-Interesting-7-0177,lord bishop of st. david's,,Lord Bishop of St. David's,The Lord Bishop of St. David's,Interesting Narrative,7,1793,title_same
tt_0049,y,Equiano-Interesting-8-0181,Equiano-Interesting-8-0181,lord bishop of st. david's,,Lord Bishop of St. David's,The Lord Bishop of St. David's,Interesting Narrative,8,1794,title_same
tt_0049,y,Equiano-Interesting-9-0181,Equiano-Interesting-9-0181,lord bishop of st. david's,,Lord Bishop of St. David's,The Lord Bishop of St. David's,Interesting Narrative,9,1794,title_same
tt_0050,y,Equiano-Interesting-1-0289,Equiano-Interesting-1-0289,lord bishop of worcester,,Right Rev. the Lord Bishop of Worcester,The Right Reverend the Lord Bishop of Worcester,Interesting Narrative,1,1789,title_same
tt_0050,y,Equiano-Interesting-2-0364,Equiano-Interesting-2-0364,lord bishop of worcester,,Right Rev. the Lord Bishop of Worcester,The Right Reverend the Lord Bishop of Worcester,Interesting Narrative,2,1789,title_same
tt_0050,y,Equiano-Interesting-3-0378,Equiano-Interesting-3-0378,lord bishop of worcester,,Right Rev. the Lord Bishop of Worcester,The Right Reverend the Lord Bishop of Wocester,Interesting Narrative,3,1790,title_same
tt_0050,y,Equiano-Interesting-4-0351,Equiano-Interesting-4-0351,lord bishop of worcester,,Right Rev. the Lord Bishop of Worcester,The Right Reverend the Lord Bishop of Worcester,Interesting Narrative,4,1791,title_same
tt_0051,y,Equiano-Interesting-1-0058,Equiano-Interesting-1-0058,lord cathcart,,Right Hon. Lord Cathcart,The Right Hon. Lord Cathcart,Interesting Narrative,1,1789,title_same
tt_0051,y,Equiano-Interesting-2-0072,Equiano-Interesting-2-0072,lord cathcart,,Right Hon. Lord Cathcart,The Right Hon. Lord Cathcart,Interesting Narrative,2,1789,title_same
tt_0051,y,Equiano-Interesting-3-0074,Equiano-Interesting-3-0074,lord cathcart,,Right Hon. Lord Cathcart,The Right Hon. Lord Cathcart,Interesting Narrative,3,1790,title_same
tt_0051,y,Equiano-Interesting-4-0209,Equiano-Interesting-4-0209,lord cathcart,,Right Hon. Lord Cathcart,The Right Hon. Lord Cathcart,Interesting Narrative,4,1791,title_same
tt_0051,y,Equiano-Interesting-5-0045,Equiano-Interesting-5-0045,lord cathcart,,Hon. Lord Cathcart,Hon. Lord Carthcart,Interesting Narrative,5,1792,title_same
tt_0051,y,Equiano-Interesting-6-0046,Equiano-Interesting-6-0046,lord cathcart,,Hon. Lord Cathcart,Hon. Lord Cathcart,Interesting Narrative,6,1793,title_same
tt_0051,y,Equiano-Interesting-7-0045,Equiano-Interesting-7-0045,lord cathcart,,Right Hon. Lord Cathcart,Rt. Hon. Lord Cathcart,Interesting Narrative,7,1793,title_same
tt_0051,y,Equiano-Interesting-8-0046,Equiano-Interesting-8-0046,lord cathcart,,Right Hon. Lord Cathcart,Rt. Hon. Lord Cathcart,Interesting Narrative,8,1794,title_same
tt_0051,y,Equiano-Interesting-9-0046,Equiano-Interesting-9-0046,lord cathcart,,Right Hon. Lord Cathcart,Rt. Hon Lord Cathcart,Interesting Narrative,9,1794,title_same
tt_0052,y,Equiano-Interesting-1-0129,Equiano-Interesting-1-0129,lord hawke,,Right Hon. Lord Hawke,The Right Hon. Lord Hawke,Interesting Narrative,1,1789,title_same
tt_0052,y,Equiano-Interesting-2-0154,Equiano-Interesting-2-0154,lord hawke,,Right Hon. Lord Hawke,The Right Hon. Lord Hawke,Interesting Narrative,2,1789,title_same
tt_0052,y,Equiano-Interesting-3-0159,Equiano-Interesting-3-0159,lord hawke,,Right Hon. Lord Hawke,The Right Hon. Lord Hawke,Interesting Narrative,3,1790,title_same
tt_0052,y,Equiano-Interesting-4-0254,Equiano-Interesting-4-0254,lord hawke,,Right Hon. Lord Hawke,The Right Hon. Lord Hawke,Interesting Narrative,4,1791,title_same
tt_0052,y,Equiano-Interesting-5-0087,Equiano-Interesting-5-0087,lord hawke,,Hon. Lord Hawke,Hon. Lord Hawke,Interesting Narrative,5,1792,title_same
tt_0052,y,Equiano-Interesting-6-0092,Equiano-Interesting-6-0092,lord hawke,,Hon. Lord Hawke,Hon. Lord Hawke,Interesting Narrative,6,1793,title_same
tt_0052,y,Equiano-Interesting-7-0092,Equiano-Interesting-7-0092,lord hawke,,Right Hon. Lord Hawke,Rt. Hon. Ld. Hawke,Interesting Narrative,7,1793,title_same
tt_0052,y,Equiano-Interesting-8-0095,Equiano-Interesting-8-0095,lord hawke,,Right Hon. Lord Hawke,Rt. Hon. Lord Hawke,Interesting Narrative,8,1794,title_same
tt_0052,y,Equiano-Interesting-9-0095,Equiano-Interesting-9-0095,lord hawke,,Right Hon. Lord Hawke,Rt. Hon. Lord Hawke,Interesting Narrative,9,1794,title_same
tt_0053,y,Equiano-Interesting-1-0165,Equiano-Interesting-1-0165,lord kinnaird,,Right Hon. Lord Kinnaird,The Right Hon. Lord Kinnaird,Interesting Narrative,1,1789,title_same
tt_0053,y,Equiano-Interesting-2-0213,Equiano-Interesting-2-0213,lord kinnaird,,Right Hon. Lord Kinnaird,The Right Hon. Lord Kinnaird,Interesting Narrative,2,1789,title_same
tt_0053,y,Equiano-Interesting-3-0219,Equiano-Interesting-3-0219,lord kinnaird,,Right Hon. Lord Kinnaird,The Right Hon. Lord Kinnaird,Interesting Narrative,3,1790,title_same
tt_0053,y,Equiano-Interesting-4-0281,Equiano-Interesting-4-0281,lord kinnaird,,Right Hon. Lord Kinnaird,The Right Hon. Lord Kinnaird,Interesting Narrative,4,1791,title_same
tt_0053,y,Equiano-Interesting-5-0110,Equiano-Interesting-5-0110,lord kinnaird,,Hon. Lord Kinnaird,Hon. Lord Kinnaird,Interesting Narrative,5,1792,title_same
tt_0053,y,Equiano-Interesting-6-0117,Equiano-Interesting-6-0117,lord kinnaird,,Hon. Lord Kinnaird,Hon. Lord Kinnaird,Interesting Narrative,6,1793,title_same
tt_0053,y,Equiano-Interesting-7-0118,Equiano-Interesting-7-0118,lord kinnaird,,Right Hon. Lord Kinnaird,Rt. Hon. Ld. Kinnaird,Interesting Narrative,7,1793,title_same
tt_0053,y,Equiano-Interesting-8-0121,Equiano-Interesting-8-0121,lord kinnaird,,Right Hon. Lord Kinnaird,Rt. Hon. Lord Kinnaird,Interesting Narrative,8,1794,title_same
tt_0053,y,Equiano-Interesting-9-0121,Equiano-Interesting-9-0121,lord kinnaird,,Right Hon. Lord Kinnaird,Rt. Hon. Lord Kinnaird,Interesting Narrative,9,1794,title_same
tt_0054,y,Equiano-Interesting-5-0362,Equiano-Interesting-5-0362,lord monboddo,,Hon. Lord Monboddo,The Hon.LordMonboddo,Interesting Narrative,5,1792,title_same
tt_0054,y,Equiano-Interesting-6-0634,Equiano-Interesting-6-0634,lord monboddo,,Hon. Lord Monboddo,TheHon.Lord Monboddo,Interesting Narrative,6,1793,title_same
tt_0054,y,Equiano-Interesting-7-0650,Equiano-Interesting-7-0650,lord monboddo,,Hon. Lord Monboddo,The Hon.Ld.Monboddo,Interesting Narrative,7,1793,title_same
tt_0054,y,Equiano-Interesting-8-0840,Equiano-Interesting-8-0840,lord monboddo,,Hon. Lord Monboddo,The Hon. Ld. Monboddo,Interesting Narrative,8,1794,title_same
tt_0054,y,Equiano-Interesting-9-0844,Equiano-Interesting-9-0844,lord monboddo,,Hon. Lord Monboddo,The Hon. Ld. Monboddo,Interesting Narrative,9,1794,title_same
tt_0055,y,Equiano-Interesting-1-0192,Equiano-Interesting-1-0192,lord mulgrave,,Right Hon. Lord Mulgrave,The Right Hon. Lord Mulgrave,Interesting Narrative,1,1789,title_same
tt_0055,y,Equiano-Interesting-2-0242,Equiano-Interesting-2-0242,lord mulgrave,,Right Hon. Lord Mulgrave,The Right Hon. Lord Mulgrave,Interesting Narrative,2,1789,title_same
tt_0055,y,Equiano-Interesting-3-0251,Equiano-Interesting-3-0251,lord mulgrave,,Right Hon. Lord Mulgrave,The Right Hon. Lord Mulgrave,Interesting Narrative,3,1790,title_same
tt_0055,y,Equiano-Interesting-4-0296,Equiano-Interesting-4-0296,lord mulgrave,,Right Hon. Lord Mulgrave,The Right Hon. Lord Mulgrave,Interesting Narrative,4,1791,title_same
tt_0055,y,Equiano-Interesting-5-0125,Equiano-Interesting-5-0125,lord mulgrave,,Hon. Lord Mulgrave,Hon. Lord Mulgrave,Interesting Narrative,5,1792,title_same
tt_0055,y,Equiano-Interesting-6-0132,Equiano-Interesting-6-0132,lord mulgrave,,Hon. Lord Mulgrave,Hon. Lord Mulgrave,Interesting Narrative,6,1793,title_same
tt_0055,y,Equiano-Interesting-7-0134,Equiano-Interesting-7-0134,lord mulgrave,,Right Hon. Lord Mulgrave,Rt. Hon. Lord Mulgrave,Interesting Narrative,7,1793,title_same
tt_0055,y,Equiano-Interesting-8-0139,Equiano-Interesting-8-0139,lord mulgrave,,Right Hon. Lord Mulgrave,Rt. Hon. Lord Mulgrave,Interesting Narrative,8,1794,title_same
tt_0055,y,Equiano-Interesting-9-0138,Equiano-Interesting-9-0138,lord mulgrave,,Right Hon. Lord Mulgrave,Rt. Hon. Lord Mulgrave,Interesting Narrative,9,1794,title_same
tt_0056,y,Equiano-Interesting-1-0236,Equiano-Interesting-1-0236,lord rawdon,,Right Hon. Lord Rawdon,The Right Hon. Lord Rawdon,Interesting Narrative,1,1789,title_same
tt_0056,y,Equiano-Interesting-2-0300,Equiano-Interesting-2-0300,lord rawdon,,Right Hon. Lord Rawdon,The Right Hon. Lord Rawdon,Interesting Narrative,2,1789,title_same
tt_0056,y,Equiano-Interesting-3-0310,Equiano-Interesting-3-0310,lord rawdon,,Right Hon. Lord Rawdon,The Right Hon. Lord Rawdon,Interesting Narrative,3,1790,title_same
tt_0056,y,Equiano-Interesting-4-0320,Equiano-Interesting-4-0320,lord rawdon,,Right Hon. Lord Rawdon,The Right Hon. Lord Rawdon,Interesting Narrative,4,1791,title_same
tt_0056,y,Equiano-Interesting-5-0150,Equiano-Interesting-5-0150,lord rawdon,,Hon. Lord Rawdon,Hon. Lord Rawdon,Interesting Narrative,5,1792,title_same
tt_0056,y,Equiano-Interesting-6-0162,Equiano-Interesting-6-0162,lord rawdon,,Hon. Lord Rawdon,Hon. Lord Rawdon,Interesting Narrative,6,1793,title_same
tt_0056,y,Equiano-Interesting-7-0165,Equiano-Interesting-7-0165,lord rawdon,,Right Hon. Lord Rawdon,Rt. Hon Lord Rawdon,Interesting Narrative,7,1793,title_same
tt_0056,y,Equiano-Interesting-8-0170,Equiano-Interesting-8-0170,lord rawdon,,Right Hon. Lord Rawdon,Rt. Hon. Lord Rawdon,Interesting Narrative,8,1794,title_same
tt_0056,y,Equiano-Interesting-9-0169,Equiano-Interesting-9-0169,lord rawdon,,Right Hon. Lord Rawdon,Rt. Hon. Lord Rawdon,Interesting Narrative,9,1794,title_same
tt_0057,y,Equiano-Interesting-1-0237,Equiano-Interesting-1-0237,lord rivers,,Right Hon. Lord Rivers,"The Right Hon. Lord Rivers, 2 copies",Interesting Narrative,1,1789,title_same
tt_0057,y,Equiano-Interesting-2-0301,Equiano-Interesting-2-0301,lord rivers,,Right Hon. Lord Rivers,"The Right Hon. Lord Rivers, 2 copies",Interesting Narrative,2,1789,title_same
tt_0057,y,Equiano-Interesting-3-0311,Equiano-Interesting-3-0311,lord rivers,,Right Hon. Lord Rivers,"The Right Hon. Lord Rivers, 2 copies",Interesting Narrative,3,1790,title_same
tt_0057,y,Equiano-Interesting-4-0321,Equiano-Interesting-4-0321,lord rivers,,Right Hon. Lord Rivers,"The Right Hon. Lord Rivers, 2 copies",Interesting Narrative,4,1791,title_same
tt_0057,y,Equiano-Interesting-5-0151,Equiano-Interesting-5-0151,lord rivers,,Hon. Lord Rivers,Hon. Lord Rivers,Interesting Narrative,5,1792,title_same
tt_0057,y,Equiano-Interesting-6-0163,Equiano-Interesting-6-0163,lord rivers,,Hon. Lord Rivers,Hon. Lord Rivers,Interesting Narrative,6,1793,title_same
tt_0057,y,Equiano-Interesting-7-0166,Equiano-Interesting-7-0166,lord rivers,,Right Hon. Lord Rivers,Rt. Hon. Lord Rivers,Interesting Narrative,7,1793,title_same
tt_0057,y,Equiano-Interesting-8-0171,Equiano-Interesting-8-0171,lord rivers,,Right Hon. Lord Rivers,Rt. Hon. Lord Rivers,Interesting Narrative,8,1794,title_same
tt_0057,y,Equiano-Interesting-9-0170,Equiano-Interesting-9-0170,lord rivers,,Right Hon. Lord Rivers,Rt. Hon. Lord Rivers,Interesting Narrative,9,1794,title_same
tt_0058,y,Equiano-Interesting-5-0399,Equiano-Interesting-5-0399,lord swinton,,Hon. Lord Swinton,Hon. Lord Swinton,Interesting Narrative,5,1792,title_same
tt_0058,y,Equiano-Interesting-6-0672,Equiano-Interesting-6-0672,lord swinton,,Hon. Lord Swinton,Hon. Lord Swinton,Interesting Narrative,6,1793,title_same
tt_0058,y,Equiano-Interesting-7-0687,Equiano-Interesting-7-0687,lord swinton,,Hon. Lord Swinton,Hon. Lord Swinton,Interesting Narrative,7,1793,title_same
tt_0058,y,Equiano-Interesting-8-0864,Equiano-Interesting-8-0864,lord swinton,,Hon. Lord Swinton,Hon. Lord Swinton,Interesting Narrative,8,1794,title_same
tt_0058,y,Equiano-Interesting-9-0869,Equiano-Interesting-9-0869,lord swinton,,Hon. Lord Swinton,Hon. Lord Swinton,Interesting Narrative,9,1794,title_same
tt_0059,y,Equiano-Interesting-1-0001,Equiano-Interesting-1-0001,prince of wales,,Prince of Wales,His Royal Highness the Prince of Wales.,Interesting Narrative,1,1789,title_same
tt_0059,y,Equiano-Interesting-2-0001,Equiano-Interesting-2-0001,prince of wales,,Prince of Wales,His Royal Highness the Prince of Wales.,Interesting Narrative,2,1789,title_same
tt_0059,y,Equiano-Interesting-3-0001,Equiano-Interesting-3-0001,prince of wales,,Prince of Wales,His Royal Highness the Prince of Wales.,Interesting Narrative,3,1790,title_same
tt_0059,y,Equiano-Interesting-4-0163,Equiano-Interesting-4-0163,prince of wales,,Prince of Wales,HIs Royal Highness the Prince of Wales.,Interesting Narrative,4,1791,title_same
tt_0059,y,Equiano-Interesting-5-0001,Equiano-Interesting-5-0001,prince of wales,,Prince of Wales,His Royal Highness the Prince of Wales.,Interesting Narrative,5,1792,title_same
tt_0059,y,Equiano-Interesting-6-0001,Equiano-Interesting-6-0001,prince of wales,,Prince of Wales,His Royal Highness the Prince of Wales.,Interesting Narrative,6,1793,title_same
tt_0059,y,Equiano-Interesting-7-0001,Equiano-Interesting-7-0001,prince of wales,,Prince of Wales,His Royal Highness the Prince of Wales.,Interesting Narrative,7,1793,title_same
tt_0059,y,Equiano-Interesting-8-0001,Equiano-Interesting-8-0001,prince of wales,,Prince of Wales,His Royal Highness the Prince of Wales.,Interesting Narrative,8,1794,title_same
tt_0059,y,Equiano-Interesting-9-0001,Equiano-Interesting-9-0001,prince of wales,,Prince of Wales,His Royal Highness the Prince of Wales,Interesting Narrative,9,1794,title_same
tt_0060,y,Equiano-Interesting-1-0108,Equiano-Interesting-1-0108,visc. of gallway,,Right Hon. Visc. of Gallway,The Right Hon. Viscount Gallway,Interesting Narrative,1,1789,title_same
tt_0060,y,Equiano-Interesting-2-0131,Equiano-Interesting-2-0131,visc. of gallway,,Right Hon. Visc. of Gallway,The Right Hon. Viscount Gallway,Interesting Narrative,2,1789,title_same
tt_0060,y,Equiano-Interesting-3-0136,Equiano-Interesting-3-0136,visc. of gallway,,Right Hon. Visc. of Gallway,The Right Hon. Viscount Gallway,Interesting Narrative,3,1790,title_same
tt_0060,y,Equiano-Interesting-4-0242,Equiano-Interesting-4-0242,visc. of gallway,,Right Hon. Visc. of Gallway,The Right Hon. Viscount Gallway,Interesting Narrative,4,1791,title_same
tt_0060,y,Equiano-Interesting-5-0078,Equiano-Interesting-5-0078,visc. of gallway,,Hon. Visc. of Gallway,Hon. Viscount Gallway,Interesting Narrative,5,1792,title_same
tt_0060,y,Equiano-Interesting-6-0081,Equiano-Interesting-6-0081,visc. of gallway,,Hon. Visc. of Gallway,Hon. Viscount Gallway,Interesting Narrative,6,1793,title_same
tt_0060,y,Equiano-Interesting-7-0081,Equiano-Interesting-7-0081,visc. of gallway,,Right Hon. Visc. of Gallway,Right Hon. Viscount Gallway,Interesting Narrative,7,1793,title_same
tt_0060,y,Equiano-Interesting-8-0084,Equiano-Interesting-8-0084,visc. of gallway,,Right Hon. Visc. of Gallway,Rt. Hon. Visc. Gallway,Interesting Narrative,8,1794,title_same
tt_0060,y,Equiano-Interesting-9-0084,Equiano-Interesting-9-0084,visc. of gallway,,Right Hon. Visc. of Gallway,Rt. Hon. Visc. Gallway,Interesting Narrative,9,1794,title_same
tt_0061,y,Equiano-Interesting-1-0109,Equiano-Interesting-1-0109,viscountess of gallway,,Right Hon. Viscountess of Gallway,The Right Hon. Viscountess Gallway,Interesting Narrative,1,1789,title_same
tt_0061,y,Equiano-Interesting-2-0132,Equiano-Interesting-2-0132,viscountess of gallway,,Right Hon. Viscountess of Gallway,The Right Hon. Viscountess Gallway,Interesting Narrative,2,1789,title_same
tt_0061,y,Equiano-Interesting-3-0137,Equiano-Interesting-3-0137,viscountess of gallway,,Right Hon. Viscountess of Gallway,The Right Hon. Viscountess Gallway,Interesting Narrative,3,1790,title_same
tt_0061,y,Equiano-Interesting-4-0243,Equiano-Interesting-4-0243,viscountess of gallway,,Right Hon. Viscountess of Gallway,The Right Hon. Viscountess Gallway,Interesting Narrative,4,1791,title_same
tt_0061,y,Equiano-Interesting-5-0079,Equiano-Interesting-5-0079,viscountess of gallway,,Hon. Viscountess of Gallway,Hon. Viscountess Gallway,Interesting Narrative,5,1792,title_same
tt_0061,y,Equiano-Interesting-6-0082,Equiano-Interesting-6-0082,viscountess of gallway,,Hon. Viscountess of Gallway,Hon. Viscountess Gallway,Interesting Narrative,6,1793,title_same
tt_0061,y,Equiano-Interesting-7-0082,Equiano-Interesting-7-0082,viscountess of gallway,,Right Hon. Viscountess of Gallway,Right Hon. Viscountess Gallway,Interesting Narrative,7,1793,title_same
tt_0061,y,Equiano-Interesting-8-0085,Equiano-Interesting-8-0085,viscountess of gallway,,Right Hon. Viscountess of Gallway,Rt. Hon. Viscountess Gallway,Interesting Narrative,8,1794,title_same
tt_0061,y,Equiano-Interesting-9-0085,Equiano-Interesting-9-0085,viscountess of gallway,,Right Hon. Viscountess of Gallway,Rt. Hon. Viscountess Gallway,Interesting Narrative,9,1794,title_same
